0, 0
0.00016, 0
0.00032, 0
0.00064, 0
0.00128, 0
0.00228, 0
0.00328, 0
0.00428, 0
0.00528, 0
0.00628, 0
0.00728, 0
0.00828, 0
0.00928, 0
0.01, 0
0.0100001, 0.0
0.0100003, 0.0
0.0100007, 0.0
0.010001, 0.000114771
0.010001, 0.000126065
0.0100011, 0.000148653
0.0100013, 0.00019383
0.0100017, 0.000284181
0.0100025, 0.000464878
0.0100041, 0.000826254
0.0100073, 0.00154893
0.0100137, 0.00299396
0.0100264, 0.00588277
0.0100518, 0.0116554
0.0101027, 0.0231806
0.0102045, 0.0461513
0.0104081, 0.0917753
0.0108152, 0.181768
0.0116294, 0.35685
0.0126294, 0.563212
0.0136294, 0.760402
0.0146294, 0.948829
0.0156294, 1.12888
0.0166294, 1.30093
0.0176294, 1.46533
0.0186294, 1.62243
0.0196294, 1.77254
0.0206294, 1.91599
0.0216294, 2.05305
0.0226294, 2.18403
0.0236294, 2.30918
0.0246294, 2.42878
0.0256294, 2.54305
0.0266294, 2.65225
0.0276294, 2.75659
0.0286294, 2.8563
0.0296294, 2.95158
0.0306294, 3.04262
0.0316294, 3.12961
0.0326294, 3.21274
0.0336294, 3.29217
0.0346294, 3.36808
0.0356294, 3.44061
0.0366294, 3.50991
0.0376294, 3.57614
0.0386294, 3.63942
0.0396294, 3.69989
0.0406294, 3.75768
0.0416294, 3.81289
0.0426294, 3.86565
0.0436294, 3.91607
0.0446294, 3.96424
0.0456294, 4.01027
0.0466294, 4.05426
0.0476294, 4.0963
0.0486294, 4.13646
0.0496294, 4.17484
0.0506294, 4.21151
0.0516294, 4.24656
0.0526294, 4.28004
0.0536294, 4.31204
0.0546294, 4.34262
0.0556294, 4.37183
0.0566294, 4.39975
0.0576294, 4.42643
0.0586294, 4.45192
0.0596294, 4.47628
0.0606294, 4.49956
0.0616294, 4.5218
0.0626294, 4.54305
0.0636294, 4.56336
0.0646294, 4.58277
0.0656294, 4.60131
0.0666294, 4.61903
0.0676294, 4.63596
0.0686294, 4.65214
0.0696294, 4.6676
0.0706294, 4.68238
0.0716294, 4.69649
0.0726294, 4.70998
0.0736294, 4.72287
0.0746294, 4.73519
0.0756294, 4.74696
0.0766294, 4.7582
0.0776294, 4.76895
0.0786294, 4.77922
0.0796294, 4.78903
0.0806294, 4.79841
0.0816294, 4.80737
0.0826294, 4.81593
0.0836294, 4.82411
0.0846294, 4.83193
0.0856294, 4.8394
0.0866294, 4.84654
0.0876294, 4.85336
0.0886294, 4.85987
0.0896294, 4.8661
0.0906294, 4.87205
0.0916294, 4.87774
0.0926294, 4.88317
0.0936294, 4.88837
0.0946294, 4.89333
0.0956294, 4.89807
0.0966294, 4.9026
0.0976294, 4.90693
0.0986294, 4.91106
0.0996294, 4.91502
0.1, 4.91644
